pull_req_id,github_id,useful,requester,created_at,num_commits_open,lines_modified_open,files_modified_open,commits_on_files_touched,branch_hotness,branch_commits
11580162,2823,useless,amatecha,1452693455,1,2,1,1.3251372170781894,25.742647633744856,72
11578373,2821,useless,dracos,1452688906,2,52,3,5.9907798353909465,61.56233963477368,101
11532377,2818,useless,gibson042,1452546354,1,48,2,0.319477366255144,16.89294007201646,62
11527877,2816,useful,dmethvin,1452525424,1,42,2,0.6898050411522634,17.059820216049374,62
11510964,2810,useless,gibson042,1452473161,4,442,5,2.594118184156378,15.461912808641978,61
11510175,2809,useless,vanderlee,1452470012,1,2,1,0,15.486615612139923,61
11492599,2807,useless,RobLoach,1452357146,1,2,1,0.28799665637860083,16.50877957818931,73
11317716,2794,useless,trevorscharf,1451453073,250,36639,198,45.16676453189301,21.884348636831273,72
11312752,2793,useful,ufologist,1451421926,1,14,2,1.9049390432098767,22.172746784979427,72
11301448,2790,useless,zachpwr,1451366614,1,2,1,0.7583666409465021,22.684894933127573,72
11299984,2789,useless,Gcaufy,1451358762,1,1,1,1.737429012345679,22.757598636831283,72
11299473,2788,useless,Gcaufy,1451355643,1,1,1,1.73943454218107,22.7864782664609,72
11195240,2786,useless,MathijsvVelde,1450672240,1,26,1,0.4619143518518518,29.114283822016453,72
11132739,2782,useful,Brooooooklyn,1450335597,1,4,1,1.210207304526749,32.231348636831264,72
11101296,2778,useless,techunits,1450225983,1,39,2,1.6579254115226338,33.24629308127571,72
11053725,2772,useless,DarkScorpion,1450059632,1,10,1,0.5406962448559671,34.786580118312756,72
11050707,2771,useful,ciscokid250,1450047123,11,446,21,36.494207690329226,65.92750025720161,120
10916125,2761,useless,jsoref,1449485873,16,44,7,11.73546746399177,40.486757844650214,88
10878126,2757,useless,henryw4k,1449275803,1,2,1,0.02225450102880655,43.21850450102882,105
10787752,2756,useless,jsoref,1449187900,19,54,10,13.40708667695473,44.405466306584366,105
10755022,2751,useful,netil,1449092245,1,2,1,0.7078656121399177,44.68957355967077,104
10736224,2749,useless,timmywil,1448868708,1,22,2,4.870779063786008,44.61994122942386,101
10832897,2746,useless,jdufresne,1448786583,1,66,9,8.09987975823045,45.68663683127571,101
10810293,2744,useless,aleph1,1448617673,1,6,1,0.2102543724279835,47.88055529835391,101
10645272,2737,useless,dmethvin,1448273636,1,42,2,2.2299166666666665,52.3491428755144,101
10613063,2735,useless,cboynton-cweil,1448009005,1,1,1,4.150333333333333,55.786351080246924,101
10557082,2729,useless,rm-f,1447817456,250,20673,131,100.69659696502062,57.255081275720165,100
10542237,2728,useless,jbottigliero,1447761651,1,9,1,0,57.97273816872428,100
10515515,2726,useless,mgracer48,1447676780,1,6,1,0,57.034725823045264,98
10513413,2725,useless,timmywil,1447671147,1,19,1,0.6125555555555555,57.10571784979423,98
10513037,2724,useful,timmywil,1447670237,2,170,1,1.6294143518518518,57.11718647119345,98
10496001,2721,useless,dmethvin,1447606729,1,44,2,9.150212062757202,56.90674061213991,97
